"gender,event,medal,athlete,abb,country,type,year"
"Men,50 m Backstroke L3,Gold,TOTH Andras,HUN,Unknown,Swimming,1984"
"Men,50 m Backstroke L3,Silver,FLORES Francisco,ESP,Unknown,Swimming,1984"
"Men,50 m Backstroke L3,Bronze,LEGLOANIC Thierry,FRA,Unknown,Swimming,1984"
"Men,50 m Backstroke 2,Gold,SZPOJNAROWICZ Marek,POL,Unknown,Swimming,1984"
"Men,50 m Backstroke 2,Silver,GIUSSANI Ernesto,ITA,Unknown,Swimming,1984"
"Men,50 m Backstroke 2,Bronze,CORNELIS Pascal,BEL,Unknown,Swimming,1984"
"Men,50 m Backstroke 3,Gold,OWCZAREK Miroslaw,POL,Unknown,Swimming,1984"
"Men,50 m Backstroke 3,Silver,AIT AISSA Mohamed,FRA,Unknown,Swimming,1984"
"Men,50 m Backstroke 3,Bronze,WANGER Joseph,ISR,Unknown,Swimming,1984"
"Men,100 m Backstroke A1,Gold,ROSAGER Streen,DEN,Unknown,Swimming,1984"
"Men,100 m Backstroke A1,Silver,BANFI Jozef,YUG,Unknown,Swimming,1984"
"Men,100 m Backstroke A1,Bronze,GORIS Wolfgang,FRG,Unknown,Swimming,1984"
"Men,100 m Backstroke A2,Gold,RUBNER Bernd,FRG,Unknown,Swimming,1984"
"Men,100 m Backstroke A2,Silver,OSKARSON Jonas,ISL,Unknown,Swimming,1984"
"Men,100 m Backstroke A2,Bronze,STICKLAND Anthony,GBR,Unknown,Swimming,1984"
"Men,100 m Backstroke A3,Gold,TRONDSEN Erling,NOR,Unknown,Swimming,1984"
"Men,100 m Backstroke A3,Silver,ZHANG Xian,CHN,Unknown,Swimming,1984"
"Men,100 m Backstroke A3,Bronze,REYNOLDS Dave,USA,Unknown,Swimming,1984"
"Men,100 m Backstroke A4,Gold,SIMPSON Gary,CAN,Unknown,Swimming,1984"
"Men,100 m Backstroke A4,Silver,GUDGEON Gary,AUS,Unknown,Swimming,1984"
"Men,100 m Backstroke A4,Bronze,MOSTERD Johan,NED,Unknown,Swimming,1984"
"Men,100 m Backstroke A6,Gold,SCHROEDER Karl,FRG,Unknown,Swimming,1984"
"Men,100 m Backstroke A6,Silver,PERETZMAN Baruch,ISR,Unknown,Swimming,1984"
"Men,100 m Backstroke A6,Bronze,NICOLINI Sauro,ITA,Unknown,Swimming,1984"
"Men,100 m Backstroke A7,Gold,BARNBECK Heinz,FRG,Unknown,Swimming,1984"
"Men,100 m Backstroke A7,Silver,WOJCIECHOWSKI Andrzej,POL,Unknown,Swimming,1984"
"Men,100 m Backstroke A7,Bronze,SHEN Jiliang,CHN,Unknown,Swimming,1984"
"Men,100 m Backstroke A8,Gold,VAN BUITEN Andre,NED,Unknown,Swimming,1984"
"Men,100 m Backstroke A8,Silver,MINDORF Philip,CAN,Unknown,Swimming,1984"
"Men,100 m Backstroke A8,Bronze,KOZAK Janusz,POL,Unknown,Swimming,1984"
"Men,100 m Backstroke B1,Gold,SJOGREN Hans,SWE,Unknown,Swimming,1984"
"Men,100 m Backstroke B1,Silver,THOMPSON Greg,CAN,Unknown,Swimming,1984"
"Men,100 m Backstroke B1,Bronze,MUIRHEAD James,GBR,Unknown,Swimming,1984"
"Men,100 m Backstroke B2,Gold,ANDERSSON Per,SWE,Unknown,Swimming,1984"
"Men,100 m Backstroke B2,Silver,HODGIN Todd,USA,Unknown,Swimming,1984"
"Men,100 m Backstroke B2,Bronze,HUNSTAD Idar,NOR,Unknown,Swimming,1984"
"Men,100 m Backstroke B3,Gold,OTHMAR Carsten,FRG,Unknown,Swimming,1984"
"Men,100 m Backstroke B3,Silver,EDGSON Michael,CAN,Unknown,Swimming,1984"
"Men,100 m Backstroke B3,Bronze,HUDSON Brian,USA,Unknown,Swimming,1984"
"Men,100 m Backstroke C4,Gold,JENSEN Jorn Ole,DEN,Unknown,Swimming,1984"
"Men,100 m Backstroke C4,Silver,ADLER Kare,NOR,Unknown,Swimming,1984"
"Men,100 m Backstroke C4,Bronze,PETERSEN Claus,DEN,Unknown,Swimming,1984"
"Men,100 m Backstroke C5,Gold,DAHL Stephan,DEN,Unknown,Swimming,1984"
"Men,100 m Backstroke C5,Silver,MANSELL Martin,GBR,Unknown,Swimming,1984"
"Men,100 m Backstroke C5,Bronze,CHRISTENSEN Anders,DEN,Unknown,Swimming,1984"
"Men,100 m Backstroke C7,Gold,PITTENS Eric,NED,Unknown,Swimming,1984"
"Men,100 m Backstroke C7,Silver,HAMPSHIRE Chris,GBR,Unknown,Swimming,1984"
"Men,100 m Backstroke C7,Bronze,METTRAUX Regis,SUI,Unknown,Swimming,1984"
"Men,100 m Backstroke C8,Gold,SCHNITZER Markus,FRG,Unknown,Swimming,1984"
"Men,100 m Backstroke C8,Silver,ROSELLE Ronald,NED,Unknown,Swimming,1984"
"Men,100 m Backstroke L4,Gold,JIMENEZ Eugenio,ESP,Unknown,Swimming,1984"
"Men,100 m Backstroke L4,Silver,LAPP Michael,FRG,Unknown,Swimming,1984"
"Men,100 m Backstroke L4,Bronze,GILBERT Andrew,GBR,Unknown,Swimming,1984"
"Men,100 m Backstroke L5,Gold,GOMEZ Alberto,ESP,Unknown,Swimming,1984"
"Men,100 m Backstroke L5,Silver,WOELK Holger,FRG,Unknown,Swimming,1984"
"Men,100 m Backstroke L5,Bronze,GOTZENS Jorge,ESP,Unknown,Swimming,1984"
"Men,100 m Backstroke L6,Gold,STETTNER Ferenc,HUN,Unknown,Swimming,1984"
"Men,100 m Backstroke L6,Silver,MCGEE Kevin,GBR,Unknown,Swimming,1984"
"Men,100 m Backstroke L6,Bronze,THOMAS Gareth,GBR,Unknown,Swimming,1984"
"Men,100 m Backstroke 4,Gold,NILSSON Gunnar,SWE,Unknown,Swimming,1984"
"Men,100 m Backstroke 4,Silver,PINTO Shlomo,ISR,Unknown,Swimming,1984"
"Men,100 m Backstroke 4,Bronze,STANFIELD J.,CAN,Unknown,Swimming,1984"
"Men,100 m Backstroke 5,Gold,BETEGA G.,FRA,Unknown,Swimming,1984"
"Men,100 m Backstroke 5,Silver,AMORIM Marcelo,BRA,Unknown,Swimming,1984"
"Men,100 m Backstroke 5,Bronze,""HEIJNEN H,"",NED,Unknown,Swimming,1984"
"Men,100 m Backstroke 6,Gold,DUNNE Gerard,IRL,Unknown,Swimming,1984"
"Men,100 m Backstroke 6,Silver,MICOREC Bernard,FRA,Unknown,Swimming,1984"
"Men,100 m Backstroke 6,Bronze,NABIL Naser Eldin,EGY,Unknown,Swimming,1984"
"Men,25 m Breaststroke 1A,Gold,KENNY Mike,GBR,Unknown,Swimming,1984"
"Men,25 m Breaststroke 1A,Silver,TIETZE H.,FRG,Unknown,Swimming,1984"
"Men,25 m Breaststroke 1A,Bronze,KANTOLA Pekka,FIN,Unknown,Swimming,1984"
"Men,25 m Breaststroke 1B,Gold,CAIRNS Kenneth,GBR,Unknown,Swimming,1984"
"Men,25 m Breaststroke 1B,Silver,ZABRZESKI Tadeusz,POL,Unknown,Swimming,1984"
"Men,25 m Breaststroke 1B,Bronze,MASON Rick,USA,Unknown,Swimming,1984"
"Men,25 m Breaststroke 1C,Gold,SLECZKA Krzysztof,POL,Unknown,Swimming,1984"
"Men,25 m Breaststroke 1C,Gold,PANCALLI Luca,ITA,Unknown,Swimming,1984"
"Men,25 m Breaststroke 1C,Bronze,GOODMAN D.,USA,Unknown,Swimming,1984"
"Men,50 m Breaststroke A5,Gold,KOZON Bogdan,POL,Unknown,Swimming,1984"
"Men,50 m Breaststroke A5,Silver,WEST Ronald,GBR,Unknown,Swimming,1984"
"Men,50 m Breaststroke A5,Bronze,BRAND Andreas,FRG,Unknown,Swimming,1984"
"Men,50 m Breaststroke A9,Gold,DE HOOP Gerrie,NED,Unknown,Swimming,1984"
"Men,50 m Breaststroke A9,Silver,HILDEBRANDT Frits,NED,Unknown,Swimming,1984"
"Men,50 m Breaststroke A9,Bronze,NORDTVEDT Tom,NOR,Unknown,Swimming,1984"
"Men,50 m Breaststroke B1,Gold,WAAYER Rene,NED,Unknown,Swimming,1984"
"Men,50 m Breaststroke B1,Silver,ZOLLER Keith,USA,Unknown,Swimming,1984"
"Men,50 m Breaststroke B1,Bronze,WETCHE Thomas,DEN,Unknown,Swimming,1984"
"Men,50 m Breaststroke B2,Gold,GHYSEL Eric,FRA,Unknown,Swimming,1984"
"Men,50 m Breaststroke B2,Silver,LI Miqiang,CHN,Unknown,Swimming,1984"
"Men,50 m Breaststroke B2,Bronze,VISSER Jim,CAN,Unknown,Swimming,1984"
"Men,50 m Breaststroke B3,Gold,HATCHER Robert,USA,Unknown,Swimming,1984"
"Men,50 m Breaststroke B3,Silver,BUGARIN Kingsley,AUS,Unknown,Swimming,1984"
"Men,50 m Breaststroke B3,Bronze,CHEUNG Stephen,HKG,Unknown,Swimming,1984"
"Men,50 m Breaststroke C8,Gold,MOWERY Charles,USA,Unknown,Swimming,1984"
"Men,50 m Breaststroke C8,Silver,PARRY Bill,CAN,Unknown,Swimming,1984"
"Men,50 m Breaststroke C8,Bronze,GRONMAN Rick,CAN,Unknown,Swimming,1984"
"Men,50 m Breaststroke L3,Gold,FLORES Francisco,ESP,Unknown,Swimming,1984"
"Men,50 m Breaststroke L3,Silver,WILLIAMS Peter,GBR,Unknown,Swimming,1984"
"Men,50 m Breaststroke L3,Bronze,CHRISTENSEN Mogens,DEN,Unknown,Swimming,1984"
"Men,50 m Breaststroke 2,Gold,HALLAM Chris,GBR,Unknown,Swimming,1984"
"Men,50 m Breaststroke 2,Silver,SIGG Winfried,FRG,Unknown,Swimming,1984"
"Men,50 m Breaststroke 2,Bronze,GIUSSANI Ernesto,ITA,Unknown,Swimming,1984"
"Men,50 m Breaststroke 3,Gold,PAWLOWSKI Arkadiusz,POL,Unknown,Swimming,1984"
"Men,50 m Breaststroke 3,Silver,WANGER Joseph,ISR,Unknown,Swimming,1984"
"Men,50 m Breaststroke 3,Bronze,JAQUISS Ian,USA,Unknown,Swimming,1984"
"Men,100 m Breaststroke A1,Gold,DUKAI Geza,HUN,Unknown,Swimming,1984"
"Men,100 m Breaststroke A1,Silver,GORIS Wolfgang,FRG,Unknown,Swimming,1984"
"Men,100 m Breaststroke A1,Bronze,BANFI Jozef,YUG,Unknown,Swimming,1984"
"Men,100 m Breaststroke A2,Gold,CHRYCZYK Jan,POL,Unknown,Swimming,1984"
"Men,100 m Breaststroke A2,Silver,KLABECEK Erwin,AUT,Unknown,Swimming,1984"
"Men,100 m Breaststroke A2,Bronze,QUENNEVILLE Dennis,CAN,Unknown,Swimming,1984"
"Men,100 m Breaststroke A3,Gold,TRONDSEN Erling,NOR,Unknown,Swimming,1984"
"Men,100 m Breaststroke A3,Silver,ZHANG Xian,CHN,Unknown,Swimming,1984"
"Men,100 m Breaststroke A3,Bronze,INOUE Etsuo,JPN,Unknown,Swimming,1984"
"Men,100 m Breaststroke A4,Gold,GUDGEON Gary,AUS,Unknown,Swimming,1984"
"Men,100 m Breaststroke A4,Silver,BIELA Grzegorz,POL,Unknown,Swimming,1984"
"Men,100 m Breaststroke A4,Bronze,ERYD Sven,SWE,Unknown,Swimming,1984"
"Men,100 m Breaststroke A6,Gold,SCHROEDER Karl,FRG,Unknown,Swimming,1984"
"Men,100 m Breaststroke A6,Silver,PERETZMAN Baruch,ISR,Unknown,Swimming,1984"
"Men,100 m Breaststroke A6,Bronze,MIETTINEN Heikki,FIN,Unknown,Swimming,1984"
"Men,100 m Breaststroke A8,Gold,HAMMOND Gregory,AUS,Unknown,Swimming,1984"
"Men,100 m Breaststroke A8,Silver,VAN BUITEN Andre,NED,Unknown,Swimming,1984"
"Men,100 m Breaststroke A8,Bronze,KOZAK Janusz,POL,Unknown,Swimming,1984"
"Men,100 m Breaststroke B1,Gold,NEDERMAN Lars-Ove,SWE,Unknown,Swimming,1984"
"Men,100 m Breaststroke B1,Silver,MCISAAC Timothy,CAN,Unknown,Swimming,1984"
"Men,100 m Breaststroke B1,Bronze,AALIEN Hans Anton,NOR,Unknown,Swimming,1984"
"Men,100 m Breaststroke B2,Gold,ERIKSSON Anders,SWE,Unknown,Swimming,1984"
"Men,100 m Breaststroke B2,Silver,VANDERMOLEN Bruce,CAN,Unknown,Swimming,1984"
"Men,100 m Breaststroke B3,Gold,HOYLE Mark,CAN,Unknown,Swimming,1984"
"Men,100 m Breaststroke B3,Silver,HUDSON Brian,USA,Unknown,Swimming,1984"
"Men,100 m Breaststroke B3,Bronze,OTHMAR Carsten,FRG,Unknown,Swimming,1984"
"Men,100 m Breaststroke C8,Gold,ROSELLE Ronald,NED,Unknown,Swimming,1984"
"Men,100 m Breaststroke C8,Silver,PAUWELS Hans,BEL,Unknown,Swimming,1984"
"Men,100 m Breaststroke C8,Bronze,SCHNITZER Markus,FRG,Unknown,Swimming,1984"
"Men,100 m Breaststroke L4,Gold,FLEURY Eric,FRA,Unknown,Swimming,1984"
"Men,100 m Breaststroke L4,Silver,CASTANE Juan,ESP,Unknown,Swimming,1984"
"Men,100 m Breaststroke L4,Bronze,LAPP Michael,FRG,Unknown,Swimming,1984"
"Men,100 m Breaststroke L5,Gold,VAN DER MEIJDEN Theo,NED,Unknown,Swimming,1984"
"Men,100 m Breaststroke L5,Silver,GOMEZ Alberto,ESP,Unknown,Swimming,1984"
"Men,100 m Breaststroke L5,Bronze,GARCIA Roberto,ESP,Unknown,Swimming,1984"
"Men,100 m Breaststroke L6,Gold,JESZENSZKY Attila,HUN,Unknown,Swimming,1984"
"Men,100 m Breaststroke L6,Silver,BRUER Tom,NOR,Unknown,Swimming,1984"
"Men,100 m Breaststroke L6,Bronze,CHALMERS Malcom,AUS,Unknown,Swimming,1984"
"Men,100 m Breaststroke 4,Gold,WIEDEMAN P.,FRG,Unknown,Swimming,1984"
"Men,100 m Breaststroke 4,Silver,OLSSON Anders,SWE,Unknown,Swimming,1984"
"Men,100 m Breaststroke 4,Bronze,STANFIELD J.,CAN,Unknown,Swimming,1984"
"Men,100 m Breaststroke 5,Gold,BETEGA G.,FRA,Unknown,Swimming,1984"
"Men,100 m Breaststroke 5,Silver,AMORIM Marcelo,BRA,Unknown,Swimming,1984"
"Men,100 m Breaststroke 5,Bronze,HEIJNEN H.,NED,Unknown,Swimming,1984"
"Men,100 m Breaststroke 6,Gold,HAINEY Tomas,CAN,Unknown,Swimming,1984"
"Men,100 m Breaststroke 6,Silver,JEZIERSKI Andrzej,POL,Unknown,Swimming,1984"
"Men,100 m Breaststroke 6,Bronze,WEGRZYN Marek,POL,Unknown,Swimming,1984"
"Men,400 m Breaststroke B1,Gold,MCISAAC Timothy,CAN,Unknown,Swimming,1984"
"Men,400 m Breaststroke B1,Silver,NEDERMAN Lars-Ove,SWE,Unknown,Swimming,1984"
"Men,400 m Breaststroke B1,Bronze,HYDER Rodney,USA,Unknown,Swimming,1984"
"Men,400 m Breaststroke B2,Gold,ERIKSSON Anders,SWE,Unknown,Swimming,1984"
"Men,400 m Breaststroke B2,Silver,LI Miqiang,CHN,Unknown,Swimming,1984"
"Men,400 m Breaststroke B2,Bronze,VISSER Jim,CAN,Unknown,Swimming,1984"
"Men,400 m Breaststroke B3,Gold,HOYLE Mark,CAN,Unknown,Swimming,1984"
"Men,400 m Breaststroke B3,Silver,HUDSON Brian,USA,Unknown,Swimming,1984"
"Men,400 m Breaststroke B3,Bronze,BUGARIN Kingsley,AUS,Unknown,Swimming,1984"
"Men,25 m Butterfly 1B,Gold,GREEN S.,USA,Unknown,Swimming,1984"
"Men,25 m Butterfly 1B,Silver,TIETZE H.,FRG,Unknown,Swimming,1984"
"Men,25 m Butterfly 1B,Bronze,MASON Rick,USA,Unknown,Swimming,1984"
"Men,25 m Butterfly 1C,Gold,PANCALLI Luca,ITA,Unknown,Swimming,1984"
"Men,25 m Butterfly 1C,Silver,OPSTAELE J.,BEL,Unknown,Swimming,1984"
"Men,25 m Butterfly 1C,Bronze,GOODMAN D.,USA,Unknown,Swimming,1984"
"Men,25 m Butterfly 2,Gold,SZPOJNAROWICZ Marek,POL,Unknown,Swimming,1984"
"Men,25 m Butterfly 2,Silver,CRICHTON Roly,NZL,Unknown,Swimming,1984"
"Men,25 m Butterfly 2,Bronze,GIUSSANI Ernesto,ITA,Unknown,Swimming,1984"
"Men,25 m Butterfly 3,Gold,PAWLOWSKI Arkadiusz,POL,Unknown,Swimming,1984"
"Men,25 m Butterfly 3,Silver,OWCZAREK Miroslaw,POL,Unknown,Swimming,1984"
"Men,25 m Butterfly 3,Bronze,JAQUISS Ian,USA,Unknown,Swimming,1984"
"Men,50 m Butterfly C8,Gold,MAYR Karl,AUT,Unknown,Swimming,1984"
"Men,50 m Butterfly C8,Silver,PARRY Bill,CAN,Unknown,Swimming,1984"
"Men,50 m Butterfly 4,Gold,OLSSON Anders,SWE,Unknown,Swimming,1984"
"Men,50 m Butterfly 4,Silver,PINTO Shlomo,ISR,Unknown,Swimming,1984"
"Men,50 m Butterfly 4,Bronze,WIEDEMAN P.,FRG,Unknown,Swimming,1984"
"Men,100 m Butterfly A1,Gold,DUKAI Geza,HUN,Unknown,Swimming,1984"
"Men,100 m Butterfly A1,Silver,GORIS Wolfgang,FRG,Unknown,Swimming,1984"
"Men,100 m Butterfly A1,Bronze,CAO Qianming,CHN,Unknown,Swimming,1984"
"Men,100 m Butterfly A2,Gold,ALDOUS Peter,GBR,Unknown,Swimming,1984"
"Men,100 m Butterfly A2,Silver,CHRYCZYK Jan,POL,Unknown,Swimming,1984"
"Men,100 m Butterfly A2,Bronze,GRIFFIN David,AUS,Unknown,Swimming,1984"
"Men,100 m Butterfly A3,Gold,TRONDSEN Erling,NOR,Unknown,Swimming,1984"
"Men,100 m Butterfly A3,Silver,ZHANG Xian,CHN,Unknown,Swimming,1984"
"Men,100 m Butterfly A4,Gold,GUDGEON Gary,AUS,Unknown,Swimming,1984"
"Men,100 m Butterfly A4,Silver,BOLOTIN Ron,ISR,Unknown,Swimming,1984"
"Men,100 m Butterfly A4,Bronze,ERYD Sven,SWE,Unknown,Swimming,1984"
"Men,100 m Butterfly A8,Gold,VAN BUITEN Andre,NED,Unknown,Swimming,1984"
"Men,100 m Butterfly A8,Silver,HAMMOND Gregory,AUS,Unknown,Swimming,1984"
"Men,100 m Butterfly A8,Bronze,KOZAK Janusz,POL,Unknown,Swimming,1984"
"Men,100 m Butterfly B1,Gold,MUIRHEAD James,GBR,Unknown,Swimming,1984"
"Men,100 m Butterfly B1,Silver,SJOGREN Hans,SWE,Unknown,Swimming,1984"
"Men,100 m Butterfly B1,Bronze,BOOTH Ken,CAN,Unknown,Swimming,1984"
"Men,100 m Butterfly B2,Gold,MORGAN John,USA,Unknown,Swimming,1984"
"Men,100 m Butterfly B2,Silver,GRENON Lee,CAN,Unknown,Swimming,1984"
"Men,100 m Butterfly B2,Bronze,ANDERSSON Per,SWE,Unknown,Swimming,1984"
"Men,100 m Butterfly B3,Gold,EDGSON Michael,CAN,Unknown,Swimming,1984"
"Men,100 m Butterfly B3,Silver,BLACKBURN Craig,AUS,Unknown,Swimming,1984"
"Men,100 m Butterfly B3,Bronze,HUDSON Brian,USA,Unknown,Swimming,1984"
"Men,100 m Butterfly L4,Gold,JOFRE Alberto,ESP,Unknown,Swimming,1984"
"Men,100 m Butterfly L4,Silver,POULISSE Marcel,NED,Unknown,Swimming,1984"
"Men,100 m Butterfly L4,Bronze,FLEURY Eric,FRA,Unknown,Swimming,1984"
"Men,100 m Butterfly L5,Gold,DUPIN Claude,FRA,Unknown,Swimming,1984"
"Men,100 m Butterfly L5,Silver,VAN DER MEIJDEN Theo,NED,Unknown,Swimming,1984"
"Men,100 m Butterfly L5,Bronze,GOMEZ Alberto,ESP,Unknown,Swimming,1984"
"Men,100 m Butterfly L6,Gold,JESZENSZKY Attila,HUN,Unknown,Swimming,1984"
"Men,100 m Butterfly L6,Silver,CHALMERS Malcom,AUS,Unknown,Swimming,1984"
"Men,100 m Butterfly L6,Bronze,DURCHDEWALD Dieter,FRG,Unknown,Swimming,1984"
"Men,100 m Butterfly 5,Gold,BETEGA G.,FRA,Unknown,Swimming,1984"
"Men,100 m Butterfly 5,Silver,AHMAD Nezar,KUW,Unknown,Swimming,1984"
"Men,100 m Butterfly 5,Bronze,NASER Yousuf,KUW,Unknown,Swimming,1984"
"Men,100 m Butterfly 6,Gold,DUNNE Gerard,IRL,Unknown,Swimming,1984"
"Men,100 m Butterfly 6,Silver,HAINEY Tomas,CAN,Unknown,Swimming,1984"
"Men,100 m Butterfly 6,Bronze,BERGMAN Uri,ISR,Unknown,Swimming,1984"
"Men,3x25 m Individual Medley 1B,Gold,KENNY Mike,GBR,Unknown,Swimming,1984"
"Men,3x25 m Individual Medley 1B,Silver,CAIRNS Kenneth,GBR,Unknown,Swimming,1984"
"Men,3x25 m Individual Medley 1B,Bronze,ZABRZESKI Tadeusz,POL,Unknown,Swimming,1984"
"Men,3x25 m Individual Medley 1C,Gold,SLECZKA Krzysztof,POL,Unknown,Swimming,1984"
"Men,3x25 m Individual Medley 1C,Silver,PANCALLI Luca,ITA,Unknown,Swimming,1984"
"Men,3x25 m Individual Medley 1C,Bronze,GOODMAN D.,USA,Unknown,Swimming,1984"
"Men,150 m Individual Medley A5,Gold,KOZON Bogdan,POL,Unknown,Swimming,1984"
"Men,150 m Individual Medley A5,Silver,FOPPOLO David,FRA,Unknown,Swimming,1984"
"Men,150 m Individual Medley A5,Bronze,BRAND Andreas,FRG,Unknown,Swimming,1984"
"Men,150 m Individual Medley A9,Gold,DE HOOP Gerrie,NED,Unknown,Swimming,1984"
"Men,150 m Individual Medley A9,Silver,HILDEBRANDT Frits,NED,Unknown,Swimming,1984"
"Men,150 m Individual Medley A9,Bronze,NORDTVEDT Tom,NOR,Unknown,Swimming,1984"
"Men,3x50 m Individual Medley C8,Gold,ROSELLE Ronald,NED,Unknown,Swimming,1984"
"Men,3x50 m Individual Medley C8,Silver,PAUWELS Hans,BEL,Unknown,Swimming,1984"
"Men,200 m Individual Medley A1,Gold,DUKAI Geza,HUN,Unknown,Swimming,1984"
"Men,200 m Individual Medley A1,Silver,GORIS Wolfgang,FRG,Unknown,Swimming,1984"
"Men,200 m Individual Medley A1,Bronze,CAO Qianming,CHN,Unknown,Swimming,1984"
"Men,200 m Individual Medley A2,Gold,CHRYCZYK Jan,POL,Unknown,Swimming,1984"
"Men,200 m Individual Medley A2,Silver,STICKLAND Anthony,GBR,Unknown,Swimming,1984"
"Men,200 m Individual Medley A2,Bronze,VAN VLIET Gerard,NED,Unknown,Swimming,1984"
"Men,200 m Individual Medley A3,Gold,TRONDSEN Erling,NOR,Unknown,Swimming,1984"
"Men,200 m Individual Medley A3,Silver,ZHANG Xian,CHN,Unknown,Swimming,1984"
"Men,200 m Individual Medley A3,Bronze,REYNOLDS Dave,USA,Unknown,Swimming,1984"
"Men,200 m Individual Medley A4,Gold,GUDGEON Gary,AUS,Unknown,Swimming,1984"
"Men,200 m Individual Medley A4,Silver,ERYD Sven,SWE,Unknown,Swimming,1984"
"Men,200 m Individual Medley A4,Bronze,SIMPSON Gary,CAN,Unknown,Swimming,1984"
"Men,200 m Individual Medley A6,Gold,SCHROEDER Karl,FRG,Unknown,Swimming,1984"
"Men,200 m Individual Medley A6,Silver,PERETZMAN Baruch,ISR,Unknown,Swimming,1984"
"Men,200 m Individual Medley A6,Bronze,NICOLINI Sauro,ITA,Unknown,Swimming,1984"
"Men,200 m Individual Medley A7,Gold,WOJCIECHOWSKI Andrzej,POL,Unknown,Swimming,1984"
"Men,200 m Individual Medley A7,Silver,BARNBECK Heinz,FRG,Unknown,Swimming,1984"
"Men,200 m Individual Medley A8,Gold,VAN BUITEN Andre,NED,Unknown,Swimming,1984"
"Men,200 m Individual Medley A8,Silver,HAMMOND Gregory,AUS,Unknown,Swimming,1984"
"Men,200 m Individual Medley A8,Bronze,KOZAK Janusz,POL,Unknown,Swimming,1984"
"Men,200 m Individual Medley B1,Gold,SJOGREN Hans,SWE,Unknown,Swimming,1984"
"Men,200 m Individual Medley B1,Silver,MCISAAC Timothy,CAN,Unknown,Swimming,1984"
"Men,200 m Individual Medley B1,Bronze,MUIRHEAD James,GBR,Unknown,Swimming,1984"
"Men,200 m Individual Medley B2,Gold,MORGAN John,USA,Unknown,Swimming,1984"
"Men,200 m Individual Medley B2,Silver,ANDERSSON Per,SWE,Unknown,Swimming,1984"
"Men,200 m Individual Medley B2,Bronze,GHYSEL Eric,FRA,Unknown,Swimming,1984"
"Men,200 m Individual Medley B3,Gold,EDGSON Michael,CAN,Unknown,Swimming,1984"
"Men,200 m Individual Medley B3,Silver,OTHMAR Carsten,FRG,Unknown,Swimming,1984"
"Men,200 m Individual Medley B3,Bronze,HUDSON Brian,USA,Unknown,Swimming,1984"
"Men,200 m Individual Medley L4,Gold,CASTANE Juan,ESP,Unknown,Swimming,1984"
"Men,200 m Individual Medley L4,Silver,POULISSE Marcel,NED,Unknown,Swimming,1984"
"Men,200 m Individual Medley L4,Bronze,FLEURY Eric,FRA,Unknown,Swimming,1984"
"Men,200 m Individual Medley L5,Gold,DUPIN Claude,FRA,Unknown,Swimming,1984"
"Men,200 m Individual Medley L5,Silver,TORY Gyorgy,HUN,Unknown,Swimming,1984"
"Men,200 m Individual Medley L5,Bronze,GARCIA Roberto,ESP,Unknown,Swimming,1984"
"Men,200 m Individual Medley L6,Gold,JESZENSZKY Attila,HUN,Unknown,Swimming,1984"
"Men,200 m Individual Medley L6,Silver,STETTNER Ferenc,HUN,Unknown,Swimming,1984"
"Men,200 m Individual Medley L6,Bronze,CHALMERS Malcom,AUS,Unknown,Swimming,1984"
"Men,400 m Individual Medley B1,Gold,MCISAAC Timothy,CAN,Unknown,Swimming,1984"
"Men,400 m Individual Medley B1,Silver,HERRON Scott,CAN,Unknown,Swimming,1984"
"Men,400 m Individual Medley B1,Bronze,HEAPHY Mark,USA,Unknown,Swimming,1984"
"Men,400 m Individual Medley B2,Gold,MORGAN John,USA,Unknown,Swimming,1984"
"Men,400 m Individual Medley B2,Silver,ANDERSSON Per,SWE,Unknown,Swimming,1984"
"Men,400 m Individual Medley B2,Bronze,GRENON Lee,CAN,Unknown,Swimming,1984"
"Men,400 m Individual Medley B3,Gold,EDGSON Michael,CAN,Unknown,Swimming,1984"
"Men,400 m Individual Medley B3,Silver,HATCHER Robert,USA,Unknown,Swimming,1984"
"Men,400 m Individual Medley B3,Bronze,PEDERSEN Arne,DEN,Unknown,Swimming,1984"
"Men,3x25 m Freestyle Relay 1A-1C,Gold,FR Germany,FRG,Unknown,Swimming,1984"
"Men,3x25 m Freestyle Relay 1A-1C,Silver,Great Britain,GBR,Unknown,Swimming,1984"
"Men,3x25 m Freestyle Relay 1A-1C,Bronze,Australia,AUS,Unknown,Swimming,1984"
"Men,3x50 m Medley Relay 2-4,Gold,Israel,ISR,Unknown,Swimming,1984"
"Men,3x50 m Medley Relay 2-4,Silver,Poland,POL,Unknown,Swimming,1984"
"Men,3x50 m Medley Relay 2-4,Bronze,New Zealand,NZL,Unknown,Swimming,1984"
"Women,25 m Freestyle 1B,Gold,GUSTAFSON M.,CAN,Unknown,Swimming,1984"
"Women,25 m Freestyle 1B,Silver,MAURY F.,FRA,Unknown,Swimming,1984"
"Women,25 m Freestyle 1B,Bronze,BARR Isabel,GBR,Unknown,Swimming,1984"
"Women,25 m Freestyle 1C,Gold,ERIKSSON Kerstin,SWE,Unknown,Swimming,1984"
"Women,25 m Freestyle 1C,Silver,KLAETH M.,NOR,Unknown,Swimming,1984"
"Women,25 m Freestyle C2,Gold,WISCOMBE Diane,GBR,Unknown,Swimming,1984"
"Women,25 m Freestyle C2,Silver,ANDERSON Nancy,USA,Unknown,Swimming,1984"
