"gender,event,medal,athlete,abb,country,type,year"
"Men,Team Classes 9-10,Silver,PEREZ GONZALEZ Juan Bautista,ESP,Spain,Table Tennis,2016"
"Men,Team Classes 9-10,Bronze,CHOJNOWSKI Patryk,POL,Poland,Table Tennis,2016"
"Men,Team Classes 9-10,Bronze,GRUDZIEN Piotr,POL,Poland,Table Tennis,2016"
"Men,Team Classes 9-10,Bronze,SKRZYNECKI Marcin,POL,Poland,Table Tennis,2016"
"Women,Team Classes 1-3,Gold,LI Qian,CHN,China,Table Tennis,2016"
"Women,Team Classes 1-3,Gold,LIU Jing,CHN,China,Table Tennis,2016"
"Women,Team Classes 1-3,Gold,XUE Juan,CHN,China,Table Tennis,2016"
"Women,Team Classes 1-3,Silver,DRETAR KARIC Helena,CRO,Croatia,Table Tennis,2016"
"Women,Team Classes 1-3,Silver,MUZINIC Andela,CRO,Croatia,Table Tennis,2016"
"Women,Team Classes 1-3,Bronze,SEO Su-Yeon,KOR,Korea,Table Tennis,2016"
"Women,Team Classes 1-3,Bronze,YOON Jiyu,KOR,Korea,Table Tennis,2016"
"Women,Team Classes 1-3,Bronze,LEE Mi-Gyu,KOR,Korea,Table Tennis,2016"
"Women,Team Classes 4-5,Gold,GU Gai,CHN,China,Table Tennis,2016"
"Women,Team Classes 4-5,Gold,ZHANG Bian,CHN,China,Table Tennis,2016"
"Women,Team Classes 4-5,Gold,ZHOU Ying,CHN,China,Table Tennis,2016"
"Women,Team Classes 4-5,Silver,MATIC Nada,SRB,Serbia,Table Tennis,2016"
"Women,Team Classes 4-5,Silver,PERIC-RANKOVIC Borislava,SRB,Serbia,Table Tennis,2016"
"Women,Team Classes 4-5,Bronze,JUNG Young AKIM Ok,KOR,Korea,Table Tennis,2016"
"Women,Team Classes 4-5,Bronze,KANG Oejeong,KOR,Korea,Table Tennis,2016"
"Women,Team Classes 6-10,Gold,MARSZAL Katarzyna,POL,Poland,Table Tennis,2016"
"Women,Team Classes 6-10,Gold,PARTYKA Natalia,POL,Poland,Table Tennis,2016"
"Women,Team Classes 6-10,Gold,PEK Karolina,POL,Poland,Table Tennis,2016"
"Women,Team Classes 6-10,Silver,LEI Lina,CHN,China,Table Tennis,2016"
"Women,Team Classes 6-10,Silver,YANG Qian,CHN,China,Table Tennis,2016"
"Women,Team Classes 6-10,Silver,XIONG Guiyan,CHN,China,Table Tennis,2016"
"Women,Team Classes 6-10,Bronze,RAUEN Danielle,BRA,Brazil,Table Tennis,2016"
"Women,Team Classes 6-10,Bronze,MARQUES PARINOS Jennyfer,BRA,Brazil,Table Tennis,2016"
"Women,Team Classes 6-10,Bronze,COSTA ALEXANDRE Bruna,BRA,Brazil,Table Tennis,2016"
"Men,Singles 2,Gold,MANDL Franz,AUT,Unknown,Wheelchair Tennis,1980"
"Men,Singles 2,Silver,CHOI Tae Am,KOR,Unknown,Wheelchair Tennis,1980"
"Men,Singles 2,Bronze,KERR Gary,USA,Unknown,Wheelchair Tennis,1980"
"Men,Singles 3,Gold,CHOU Dong Sik,KOR,Unknown,Wheelchair Tennis,1980"
"Men,Singles 3,Silver,RANGGER Engelbert,AUT,Unknown,Wheelchair Tennis,1980"
"Men,Singles 3,Bronze,BRAND R.,NED,Unknown,Wheelchair Tennis,1980"
"Men,Singles 4,Gold,DEMPSEY Michael,USA,Unknown,Wheelchair Tennis,1980"
"Men,Singles 4,Silver,UYT DE BOOGAARDT G.,NED,Unknown,Wheelchair Tennis,1980"
"Men,Singles 4,Bronze,VAN DEN LEUR A.,NED,Unknown,Wheelchair Tennis,1980"
"Men,Singles 1A,Gold,ROSENAST Hans,SUI,Unknown,Wheelchair Tennis,1980"
"Men,Singles 1A,Silver,ZUMKEHR Rolf,SUI,Unknown,Wheelchair Tennis,1980"
"Men,Singles 1A,Bronze,LAUNONEN Matti,FIN,Unknown,Wheelchair Tennis,1980"
"Men,Singles 1B,Gold,TAYLOR T.,GBR,Unknown,Wheelchair Tennis,1980"
"Men,Singles 1B,Silver,FRANK Gerhard,AUT,Unknown,Wheelchair Tennis,1980"
"Men,Singles 1B,Bronze,HASSLER Bruno,FRG,Unknown,Wheelchair Tennis,1980"
"Men,Singles 1C,Gold,EMMEL Manfred,FRG,Unknown,Wheelchair Tennis,1980"
"Men,Singles 1C,Silver,BOERSTLER B.,FRG,Unknown,Wheelchair Tennis,1980"
"Men,Singles 1C,Bronze,JEANNIN Daniel,FRA,Unknown,Wheelchair Tennis,1980"
"Men,Singles C,Gold,KNABE Manfred,FRG,Unknown,Wheelchair Tennis,1980"
"Men,Singles C,Silver,BAAS E.,NED,Unknown,Wheelchair Tennis,1980"
"Men,Singles C,Bronze,HOPPE H. J.,FRG,Unknown,Wheelchair Tennis,1980"
"Men,Singles C1,Gold,STEPHENS M.,USA,Unknown,Wheelchair Tennis,1980"
"Men,Singles C1,Silver,EL ZEINI Salem Mohamed,EGY,Unknown,Wheelchair Tennis,1980"
"Men,Singles C1,Bronze,SALAMA Ahmed Mohamed,EGY,Unknown,Wheelchair Tennis,1980"
"Men,Singles D,Gold,KROLL P.,FRG,Unknown,Wheelchair Tennis,1980"
"Men,Singles D,Silver,CHASSAGNE P.,FRA,Unknown,Wheelchair Tennis,1980"
"Men,Singles D,Bronze,CHRAK G.,CAN,Unknown,Wheelchair Tennis,1980"
"Men,Singles E,Gold,DIMITRIJEVIC Svetislav,YUG,Unknown,Wheelchair Tennis,1980"
"Men,Singles E,Silver,SIMUNIC Franc,YUG,Unknown,Wheelchair Tennis,1980"
"Men,Singles E,Bronze,LIEVEN H.,FRG,Unknown,Wheelchair Tennis,1980"
"Men,Singles F,Gold,KELZENBERG K.,FRG,Unknown,Wheelchair Tennis,1980"
"Men,Singles F,Silver,LARSSON E.,SWE,Unknown,Wheelchair Tennis,1980"
"Men,Singles F,Bronze,MAUELSHAGEN L.,FRG,Unknown,Wheelchair Tennis,1980"
"Men,Singles J,Gold,MAJER G.,FRG,Unknown,Wheelchair Tennis,1980"
"Men,Singles J,Silver,SUTERS T.,NED,Unknown,Wheelchair Tennis,1980"
"Men,Singles J,Bronze,BERINGS J.,NED,Unknown,Wheelchair Tennis,1980"
"Women,Singles 2,Gold,BISQUOLM Elisabeth,SUI,Unknown,Wheelchair Tennis,1980"
"Women,Singles 2,Silver,SCHWEIZER Rosa,AUT,Unknown,Wheelchair Tennis,1980"
"Women,Singles 2,Bronze,LAMSBACH Ruth,FRG,Unknown,Wheelchair Tennis,1980"
"Women,Singles 3,Gold,CHIARI Verena,SUI,Unknown,Wheelchair Tennis,1980"
"Women,Singles 3,Silver,SWANN J.,GBR,Unknown,Wheelchair Tennis,1980"
"Women,Singles 3,Bronze,ANDRE R.,FRA,Unknown,Wheelchair Tennis,1980"
"Women,Singles 4,Gold,SCHMIDT Irene,NED,Unknown,Wheelchair Tennis,1980"
"Women,Singles 4,Silver,KARLSSON L.,SWE,Unknown,Wheelchair Tennis,1980"
"Women,Singles 4,Bronze,BECKER G.,NED,Unknown,Wheelchair Tennis,1980"
"Women,Singles 1A,Gold,TOOMEY J.,IRL,Unknown,Wheelchair Tennis,1980"
"Women,Singles 1A,Silver,JAMES Sandra,ZIM,Unknown,Wheelchair Tennis,1980"
"Women,Singles 1A,Bronze,CORNEJO Josefina,MEX,Unknown,Wheelchair Tennis,1980"
"Women,Singles 1B,Gold,BLACKBURN Jane,GBR,Unknown,Wheelchair Tennis,1980"
"Women,Singles 1B,Silver,LIJSEN M.,NOR,Unknown,Wheelchair Tennis,1980"
"Women,Singles 1B,Bronze,SICARI Rosa,ITA,Unknown,Wheelchair Tennis,1980"
"Women,Singles C,Gold,SMITH A.,GBR,Unknown,Wheelchair Tennis,1980"
"Women,Singles C,Silver,BOSRUP G.,SWE,Unknown,Wheelchair Tennis,1980"
"Women,Singles C,Bronze,KABOUS N.,FRA,Unknown,Wheelchair Tennis,1980"
"Men,Teams 2,Gold,EMMEL Manfred,FRG,FR Germany,Wheelchair Tennis,1980"
"Men,Teams 2,Gold,LOERCHER R.,FRG,FR Germany,Wheelchair Tennis,1980"
"Men,Teams 2,Silver,ALTENDORFER Fritz,AUT,Austria,Wheelchair Tennis,1980"
"Men,Teams 2,Silver,MANDL Franz,AUT,Austria,Wheelchair Tennis,1980"
"Men,Teams 2,Bronze,CAILLON G.PEETERS Michel,FRA,France,Wheelchair Tennis,1980"
"Men,Teams 3,Gold,GENTNER H.SIMON Heinz,FRG,FR Germany,Wheelchair Tennis,1980"
"Men,Teams 3,Silver,BUEHLER Erich,SUI,Switzerland,Wheelchair Tennis,1980"
"Men,Teams 3,Silver,MROSE Peter,SUI,Switzerland,Wheelchair Tennis,1980"
"Men,Teams 3,Bronze,HENNAERT Andre,FRA,France,Wheelchair Tennis,1980"
"Men,Teams 3,Bronze,JEANNIN Daniel,FRA,France,Wheelchair Tennis,1980"
"Men,Teams 4,Gold,UYT DE BOOGAARDT G.VAN DEN LEUR A.,NED,Netherlands,Wheelchair Tennis,1980"
"Men,Teams 4,Silver,DEMPSEY Michael,USA,United States of America,Wheelchair Tennis,1980"
"Men,Teams 4,Silver,KAUS T.KERR Gary,USA,United States of America,Wheelchair Tennis,1980"
"Men,Teams 4,Bronze,CHOI Dong Sik,KOR,Korea,Wheelchair Tennis,1980"
"Men,Teams 4,Bronze,KIM So Boo,KOR,Korea,Wheelchair Tennis,1980"
"Men,Teams 1A,Gold,ROSENAST Hans,SUI,Switzerland,Wheelchair Tennis,1980"
"Men,Teams 1A,Gold,ZUMKEHR Rolf,SUI,Switzerland,Wheelchair Tennis,1980"
"Men,Teams 1A,Silver,HATINEN Pekka,FIN,Finland,Wheelchair Tennis,1980"
"Men,Teams 1A,Silver,LAUNONEN Matti,FIN,Finland,Wheelchair Tennis,1980"
"Men,Teams 1A,Bronze,CASPERSEN Casper,NOR,Norway,Wheelchair Tennis,1980"
"Men,Teams 1A,Bronze,STENBERG Jan Erik,NOR,Norway,Wheelchair Tennis,1980"
"Men,Teams 1B,Gold,BRADSHAW S.TAYLOR T.,GBR,Great Britain,Wheelchair Tennis,1980"
"Men,Teams 1B,Silver,FRANK Gerhard,AUT,Austria,Wheelchair Tennis,1980"
"Men,Teams 1B,Silver,SAILER Walter,AUT,Austria,Wheelchair Tennis,1980"
"Men,Teams 1B,Bronze,BROOKS Kenneth,USA,United States of America,Wheelchair Tennis,1980"
"Men,Teams 1B,Bronze,MCNICHOL Bernard,USA,United States of America,Wheelchair Tennis,1980"
"Men,Teams 1C,Gold,BOERSTLER B.LANER G.,FRG,FR Germany,Wheelchair Tennis,1980"
"Men,Teams 1C,Silver,KIM Si Un,KOR,Korea,Wheelchair Tennis,1980"
"Men,Teams 1C,Silver,UH Jong Hoe,KOR,Korea,Wheelchair Tennis,1980"
"Men,Teams 1C,Bronze,BROOS E.SUIJKERBUIJK P.,NED,Netherlands,Wheelchair Tennis,1980"
"Men,Teams C,Gold,BAAS E.HILL C.,NED,Netherlands,Wheelchair Tennis,1980"
"Men,Teams C,Silver,HOPPE H. J.KNABE Manfred,FRG,FR Germany,Wheelchair Tennis,1980"
"Men,Teams C,Silver,KROLL P.,FRG,FR Germany,Wheelchair Tennis,1980"
"Men,Teams C,Bronze,TONG Hon Keung,HKG,Hong Kong,Wheelchair Tennis,1980"
"Men,Teams C,Bronze,WONG Shek Kau,HKG,Hong Kong,Wheelchair Tennis,1980"
"Men,Teams D,Gold,CATHELINEAU P.CHASSAGNE P.,FRA,France,Wheelchair Tennis,1980"
"Men,Teams D,Silver,HERTOG V.VAN KESSEL Th.,NED,Netherlands,Wheelchair Tennis,1980"
"Men,Teams D,Bronze,DE VRIESE Jozef,BEL,Belgium,Wheelchair Tennis,1980"
"Men,Teams D,Bronze,VAN DOOREN Noel,BEL,Belgium,Wheelchair Tennis,1980"
"Men,Teams E,Gold,DIMITRIJEVIC Svetislav,YUG,Yugoslavia,Wheelchair Tennis,1980"
"Men,Teams E,Gold,SIMUNIC Franc,YUG,Yugoslavia,Wheelchair Tennis,1980"
"Men,Teams E,Silver,JOHANSSON S.PETTERSSON A.,SWE,Sweden,Wheelchair Tennis,1980"
"Men,Teams E,Bronze,HUHNERBEIN W.LIEVEN H.,FRG,FR Germany,Wheelchair Tennis,1980"
"Men,Teams F,Gold,KELZENBERG K.MAUELSHAGEN L.,FRG,FR Germany,Wheelchair Tennis,1980"
"Men,Teams F,Silver,BERGSTROM K.LARSSON E.,SWE,Sweden,Wheelchair Tennis,1980"
"Men,Teams F,Bronze,BERINGSSUTERS T.,NED,Netherlands,Wheelchair Tennis,1980"
"Women,Teams 2,Gold,SCHWEIZER Rosa,AUT,Austria,Wheelchair Tennis,1980"
"Women,Teams 2,Gold,WICHER A.,AUT,Austria,Wheelchair Tennis,1980"
"Women,Teams 2,Silver,BLACKBURN Jane,GBR,Great Britain,Wheelchair Tennis,1980"
"Women,Teams 2,Silver,MATTHEWS G.,GBR,Great Britain,Wheelchair Tennis,1980"
"Women,Teams 2,Bronze,HENDRA A.SINNOTT Anne,IRL,Ireland,Wheelchair Tennis,1980"
"Women,Teams 3,Gold,BISQUOLM Elisabeth,SUI,Switzerland,Wheelchair Tennis,1980"
"Women,Teams 3,Gold,CHIARI Verena,SUI,Switzerland,Wheelchair Tennis,1980"
"Women,Teams 3,Silver,ANDRE R.RAMOUSSE M.,FRA,France,Wheelchair Tennis,1980"
"Women,Teams 3,Bronze,BROWN Jennifer,JAM,Jamaica,Wheelchair Tennis,1980"
"Women,Teams 3,Bronze,WHITE Quida,JAM,Jamaica,Wheelchair Tennis,1980"
"Women,Teams 4,Gold,BECKER G.SCHMIDT Irene,NED,Netherlands,Wheelchair Tennis,1980"
"Women,Teams 4,Silver,GIBBS B.SWANN J.,GBR,Great Britain,Wheelchair Tennis,1980"
"Women,Teams 4,Bronze,KARLSSON L.SODERBERG R.,SWE,Sweden,Wheelchair Tennis,1980"
"Women,Teams 1B,Gold,KLAUSEN A.LYSEN Marit,NOR,Norway,Wheelchair Tennis,1980"
"Women,Teams 1B,Silver,O'SULLIVAN Frances,IRL,Ireland,Wheelchair Tennis,1980"
"Women,Teams 1B,Silver,TOOMEY J.,IRL,Ireland,Wheelchair Tennis,1980"
"Women,Teams 1B,Bronze,Anonymous,,-,Wheelchair Tennis,1980"
"Men,Singles 2,Gold,DORR Werner,FRG,Unknown,Wheelchair Tennis,1984"
"Men,Singles 2,Silver,MANDL Franz,AUT,Unknown,Wheelchair Tennis,1984"
"Men,Singles 2,Bronze,ALTENDORFER Fritz,AUT,Unknown,Wheelchair Tennis,1984"
"Men,Singles 3,Gold,SIMON Heinz,FRG,Unknown,Wheelchair Tennis,1984"
"Men,Singles 3,Silver,KOLB Rainer,FRG,Unknown,Wheelchair Tennis,1984"
"Men,Singles 3,Bronze,STARL Peter,AUT,Unknown,Wheelchair Tennis,1984"
"Men,Singles 4,Gold,KREIDEL Thomas,FRG,Unknown,Wheelchair Tennis,1984"
"Men,Singles 4,Silver,GLAESE P.,FRG,Unknown,Wheelchair Tennis,1984"
"Men,Singles 4,Bronze,DEMPSEY Michael,USA,Unknown,Wheelchair Tennis,1984"
"Men,Singles 1A,Gold,KIRCHHOFF Ralf,FRG,Unknown,Wheelchair Tennis,1984"
"Men,Singles 1A,Silver,TIETZE H.,FRG,Unknown,Wheelchair Tennis,1984"
"Men,Singles 1A,Bronze,LAUNONEN Matti,FIN,Unknown,Wheelchair Tennis,1984"
"Men,Singles 1B,Gold,HASSLER Bruno,FRG,Unknown,Wheelchair Tennis,1984"
"Men,Singles 1B,Silver,EDGE,GBR,Unknown,Wheelchair Tennis,1984"
"Men,Singles 1B,Bronze,KAJASTE,FIN,Unknown,Wheelchair Tennis,1984"
"Men,Singles 1C,Gold,EMMEL Manfred,FRG,Unknown,Wheelchair Tennis,1984"
"Men,Singles 1C,Silver,JEANNIN Daniel,FRA,Unknown,Wheelchair Tennis,1984"
"Men,Singles 1C,Bronze,JAKSCH Rudolf,FRG,Unknown,Wheelchair Tennis,1984"
"Men,Singles C1,Gold,BIGGS Terry,AUS,Unknown,Wheelchair Tennis,1984"
"Men,Singles C1,Silver,FRANCIS Allen,GBR,Unknown,Wheelchair Tennis,1984"
"Men,Singles C1,Bronze,Anonymous,-,Unknown,Wheelchair Tennis,1984"
"Men,Singles C2,Gold,ANDERSON Jorgen,SWE,Unknown,Wheelchair Tennis,1984"
"Men,Singles C2,Silver,LEYS J.,BEL,Unknown,Wheelchair Tennis,1984"
"Men,Singles C2,Bronze,MAEBE D.,BEL,Unknown,Wheelchair Tennis,1984"
"Men,Singles C3,Gold,UPSHTEIN Yaron,ISR,Unknown,Wheelchair Tennis,1984"
"Men,Singles C3,Silver,HANSEN Olle,SWE,Unknown,Wheelchair Tennis,1984"
"Men,Singles C3,Bronze,HARTMANS R.,NED,Unknown,Wheelchair Tennis,1984"
"Men,Singles C4,Gold,FERRAUD R.,FRA,Unknown,Wheelchair Tennis,1984"
"Men,Singles C4,Silver,MORTENSEN Flemming,DEN,Unknown,Wheelchair Tennis,1984"
"Men,Singles C4,Bronze,SANTOS Paulo Jorge,POR,Unknown,Wheelchair Tennis,1984"
"Men,Singles C4,Bronze,GILLERAS Tommy,SWE,Unknown,Wheelchair Tennis,1984"
"Men,Singles C5,Gold,AXELSSON Thomas,SWE,Unknown,Wheelchair Tennis,1984"
"Men,Singles C5,Silver,VISSER R.,NED,Unknown,Wheelchair Tennis,1984"
"Men,Singles C5,Bronze,KIHLMAN Peter,SWE,Unknown,Wheelchair Tennis,1984"
"Men,Singles C5,Bronze,CUSSENEERS Roby,BEL,Unknown,Wheelchair Tennis,1984"
"Men,Singles L1,Gold,ANDERSSON Urban,SWE,Unknown,Wheelchair Tennis,1984"
"Men,Singles L1,Silver,JOHANSSON Borje,SWE,Unknown,Wheelchair Tennis,1984"
"Men,Singles L1,Bronze,WELSH John,GBR,Unknown,Wheelchair Tennis,1984"
"Men,Singles L2,Gold,VELROYEN Herbert,FRG,Unknown,Wheelchair Tennis,1984"
"Men,Singles L2,Silver,STEPHENS M.,USA,Unknown,Wheelchair Tennis,1984"
"Men,Singles L2,Bronze,ROUKE O.,IRL,Unknown,Wheelchair Tennis,1984"
"Men,Singles L2,Bronze,DJURASINOVIC Ilija,YUG,Unknown,Wheelchair Tennis,1984"
"Men,Singles L3,Gold,PIRAS Marc,FRA,Unknown,Wheelchair Tennis,1984"
"Men,Singles L3,Silver,VOSSEN T.,NED,Unknown,Wheelchair Tennis,1984"
"Men,Singles L3,Bronze,WELTING Stephan,FRG,Unknown,Wheelchair Tennis,1984"
"Men,Singles L3,Bronze,MUELLER Klaus,FRG,Unknown,Wheelchair Tennis,1984"
"Men,Singles L4,Gold,JOKINEN Kimmo,FIN,Unknown,Wheelchair Tennis,1984"
"Men,Singles L4,Silver,NILSSON Jorgen,SWE,Unknown,Wheelchair Tennis,1984"
"Men,Singles L4,Bronze,KNABE Manfred,FRG,Unknown,Wheelchair Tennis,1984"
"Men,Singles L4,Bronze,GAJIC Z.,YUG,Unknown,Wheelchair Tennis,1984"
"Men,Singles L5,Gold,SIMONIC Franc,YUG,Unknown,Wheelchair Tennis,1984"
"Men,Singles L5,Silver,MONESTERIAL Marcelino,USA,Unknown,Wheelchair Tennis,1984"
"Men,Singles L5,Bronze,ROINE Philippe,FRA,Unknown,Wheelchair Tennis,1984"
"Men,Singles L5,Bronze,HULLERUM P.,FRG,Unknown,Wheelchair Tennis,1984"
"Men,Open CL,Gold,JOKINEN Kimmo,FIN,Unknown,Wheelchair Tennis,1984"
"Men,Open CL,Silver,BAAS E.,NED,Unknown,Wheelchair Tennis,1984"
"Men,Open CL,Bronze,GAJIC Z.,YUG,Unknown,Wheelchair Tennis,1984"
"Men,Open 1A-4,Gold,KREIDEL Thomas,FRG,Unknown,Wheelchair Tennis,1984"
"Men,Open 1A-4,Silver,CHANG Choon Bae,KOR,Unknown,Wheelchair Tennis,1984"
"Men,Open 1A-4,Bronze,GLAESE P.,FRG,Unknown,Wheelchair Tennis,1984"
"Women,Singles 2,Gold,BISQUOLM Elisabeth,SUI,Unknown,Wheelchair Tennis,1984"
"Women,Singles 2,Silver,SCHWEIZER Rosa,AUT,Unknown,Wheelchair Tennis,1984"
"Women,Singles 2,Bronze,LAMSBACH Ruth,FRG,Unknown,Wheelchair Tennis,1984"
"Women,Singles 3,Gold,WENINGER Christiane,FRG,Unknown,Wheelchair Tennis,1984"
"Women,Singles 3,Silver,BROWN J.,USA,Unknown,Wheelchair Tennis,1984"
"Women,Singles 3,Bronze,ANDRE R.,FRA,Unknown,Wheelchair Tennis,1984"
"Women,Singles 4,Gold,VANDERBOSCH,NED,Unknown,Wheelchair Tennis,1984"
"Women,Singles 4,Silver,WONG,HKG,Unknown,Wheelchair Tennis,1984"
"Women,Singles 4,Bronze,ZAUGG Rosa,SUI,Unknown,Wheelchair Tennis,1984"
"Women,Singles 1B,Gold,BLACKBURN Jane,GBR,Unknown,Wheelchair Tennis,1984"
"Women,Singles 1B,Silver,LYSEN Marit,NOR,Unknown,Wheelchair Tennis,1984"
"Women,Singles 1B,Bronze,DROUX Christiane,SUI,Unknown,Wheelchair Tennis,1984"
"Women,Singles 1C,Gold,BECKER,GBR,Unknown,Wheelchair Tennis,1984"
"Women,Singles 1C,Silver,NEIL D.,GBR,Unknown,Wheelchair Tennis,1984"
"Women,Singles 1C,Bronze,Anonymous,-,Unknown,Wheelchair Tennis,1984"
"Women,Singles C3,Gold,COULLANGES C.,FRA,Unknown,Wheelchair Tennis,1984"
"Women,Singles C3,Silver,PETERSEN J.,GBR,Unknown,Wheelchair Tennis,1984"
"Women,Singles C3,Bronze,JOHNSON Martha,CAN,Unknown,Wheelchair Tennis,1984"
"Women,Singles C4-5,Gold,BRASK Marie,SWE,Unknown,Wheelchair Tennis,1984"
"Women,Singles C4-5,Silver,NESSET E.,NOR,Unknown,Wheelchair Tennis,1984"
"Women,Singles C4-5,Bronze,CLOONAN Morna,IRL,Unknown,Wheelchair Tennis,1984"
"Women,Singles L3,Gold,CRETUAL Evelyne,FRA,Unknown,Wheelchair Tennis,1984"
"Women,Singles L3,Silver,HEALD Margaret,GBR,Unknown,Wheelchair Tennis,1984"
"Women,Singles L3,Bronze,GUNNARSDOTTIR H.,ISL,Unknown,Wheelchair Tennis,1984"
"Women,Singles L4,Gold,BORRE Ingrid,BEL,Unknown,Wheelchair Tennis,1984"
"Women,Singles L4,Silver,DARVAND Bernadette,FRA,Unknown,Wheelchair Tennis,1984"
"Women,Singles L4,Bronze,SMITH A.,GBR,Unknown,Wheelchair Tennis,1984"
"Women,Singles L4,Bronze,NAESS K.,NOR,Unknown,Wheelchair Tennis,1984"
"Women,Singles L5,Gold,BAERTELSEN Marianne,DEN,Unknown,Wheelchair Tennis,1984"
"Women,Singles L5,Silver,WANG Shuyun,CHN,Unknown,Wheelchair Tennis,1984"
"Women,Singles L5,Bronze,Anonymous,-,Unknown,Wheelchair Tennis,1984"
"Women,Open CL,Gold,BAERTELSEN Marianne,DEN,Unknown,Wheelchair Tennis,1984"
"Women,Open CL,Silver,DARVAND Bernadette,FRA,Unknown,Wheelchair Tennis,1984"
"Women,Open CL,Bronze,BORRE Ingrid,BEL,Unknown,Wheelchair Tennis,1984"
"Women,Open 1B-4,Gold,LAMSBACH Ruth,FRG,Unknown,Wheelchair Tennis,1984"
"Women,Open 1B-4,Silver,WONG,HKG,Unknown,Wheelchair Tennis,1984"
"Women,Open 1B-4,Bronze,VANDERBOSCH,NED,Unknown,Wheelchair Tennis,1984"
"Men,Teams 2,Gold,Anonymous,AUT,Austria,Wheelchair Tennis,1984"
"Men,Teams 2,Silver,Anonymous,FRA,France,Wheelchair Tennis,1984"
"Men,Teams 2,Bronze,Anonymous,FRG,FR Germany,Wheelchair Tennis,1984"
"Men,Teams 3,Gold,Anonymous,AUT,Austria,Wheelchair Tennis,1984"
"Men,Teams 3,Silver,Anonymous,FRG,FR Germany,Wheelchair Tennis,1984"
"Men,Teams 3,Bronze,Anonymous,KOR,Korea,Wheelchair Tennis,1984"
"Men,Teams 4,Gold,Anonymous,FRG,FR Germany,Wheelchair Tennis,1984"
"Men,Teams 4,Silver,Anonymous,AUT,Austria,Wheelchair Tennis,1984"
"Men,Teams 4,Bronze,Anonymous,HKG,Hong Kong,Wheelchair Tennis,1984"
"Men,Teams 1A,Gold,Anonymous,FIN,Finland,Wheelchair Tennis,1984"
"Men,Teams 1A,Silver,Anonymous,USA,United States of America,Wheelchair Tennis,1984"
"Men,Teams 1A,Bronze,Anonymous,GBR,Great Britain,Wheelchair Tennis,1984"
"Men,Teams 1B,Gold,Anonymous,FRG,FR Germany,Wheelchair Tennis,1984"
"Men,Teams 1B,Silver,Anonymous,FIN,Finland,Wheelchair Tennis,1984"
"Men,Teams 1B,Bronze,Anonymous,GBR,Great Britain,Wheelchair Tennis,1984"
"Men,Teams 1C,Gold,Anonymous,FRG,FR Germany,Wheelchair Tennis,1984"
"Men,Teams 1C,Silver,Anonymous,AUT,Austria,Wheelchair Tennis,1984"
"Men,Teams 1C,Bronze,Anonymous,BEL,Belgium,Wheelchair Tennis,1984"
"Men,Teams CP2-4,Gold,ANDERSSON Jorgen,SWE,Sweden,Wheelchair Tennis,1984"
"Men,Teams CP2-4,Gold,GILLERAS Tommy,SWE,Sweden,Wheelchair Tennis,1984"
"Men,Teams CP2-4,Gold,HANSEN Olle,SWE,Sweden,Wheelchair Tennis,1984"
"Men,Teams CP2-4,Silver,LEYS J.MAEBE D.,BEL,Belgium,Wheelchair Tennis,1984"
"Men,Teams CP2-4,Bronze,Anonymous,,-,Wheelchair Tennis,1984"
"Men,Teams CP5,Gold,AXELSSON Thomas,SWE,Sweden,Wheelchair Tennis,1984"
"Men,Teams CP5,Gold,KIHLMAN Peter,SWE,Sweden,Wheelchair Tennis,1984"
"Men,Teams CP5,Silver,HARTMANS R.VISSER R.,NED,Netherlands,Wheelchair Tennis,1984"
"Men,Teams CP5,Bronze,Anonymous,IRL,Ireland,Wheelchair Tennis,1984"
"Men,Teams L1,Gold,ANDERSSON Urban,SWE,Sweden,Wheelchair Tennis,1984"
"Men,Teams L1,Gold,JOHANSSON Borje,SWE,Sweden,Wheelchair Tennis,1984"
"Men,Teams L1,Silver,SCHMIDTMAYER,FRG,FR Germany,Wheelchair Tennis,1984"
"Men,Teams L1,Bronze,Anonymous,,-,Wheelchair Tennis,1984"
"Men,Teams L4,Gold,HORSCH Wolfgang,FRG,FR Germany,Wheelchair Tennis,1984"
"Men,Teams L4,Gold,KNABE Manfred,FRG,FR Germany,Wheelchair Tennis,1984"
"Men,Teams L4,Gold,TOLLWERTH Dieter,FRG,FR Germany,Wheelchair Tennis,1984"
"Men,Teams L4,Silver,KOVACS Gyozo,HUN,Hungary,Wheelchair Tennis,1984"
"Men,Teams L4,Silver,MAJSAI Karoly,HUN,Hungary,Wheelchair Tennis,1984"
"Men,Teams L4,Silver,SZEPESI Attila,HUN,Hungary,Wheelchair Tennis,1984"
"Men,Teams L4,Bronze,GAROFALO Thierry,FRA,France,Wheelchair Tennis,1984"
"Men,Teams L4,Bronze,PENAUD Bernard,FRA,France,Wheelchair Tennis,1984"
"Men,Teams L4,Bronze,Finland,FRA,France,Wheelchair Tennis,1984"
"Men,Teams L5,Gold,BECK Rudolf,FRG,FR Germany,Wheelchair Tennis,1984"
"Men,Teams L5,Gold,HULLERUM Peter,FRG,FR Germany,Wheelchair Tennis,1984"
"Men,Teams L5,Gold,KOLLER Manfred,FRG,FR Germany,Wheelchair Tennis,1984"
"Men,Teams L5,Silver,DIMITRYEVIC Svetislav,YUG,Yugoslavia,Wheelchair Tennis,1984"
"Men,Teams L5,Silver,SIMONIC Franc,YUG,Yugoslavia,Wheelchair Tennis,1984"
